SampleID,ASM,PacBio_FQ_PATH,ASM_SampleID,pid,Original_ID,numContigs,circContigLength,Flye_Cov,Flye_Coll2014,Flye_PP_Coll2014,NumPilonChanges,PacBio_ID,Illumina_ID,Illumina_F2,Illumina_Coll2014,Lineage
MFS-110,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0195-06/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0195-06.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2094--bc2094.hifi_reads.fastq.gz,MFS-110,T0195,S0195-06,1,4413888.0,153,2.2.1.1,2.2.1.1,0,MFS-251,MFS-110,0.0093229883619071,2.2.1.1,2
MFS-277,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0195-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0195-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2093--bc2093.hifi_reads.fastq.gz,MFS-277,T0195,S0195-01,1,4413888.0,168,2.2.1.1,2.2.1.1,0,MFS-250,MFS-277,0.0113521926210747,2.2.1.1,2
MFS-37,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0064-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0064-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2044--bc2044.hifi_reads.fastq.gz,MFS-37,T0064,S0064-01,1,4424385.0,109,2.2.1,2.2.1,1,MFS-207,MFS-37,0.0114828657630476,2.2.1,2
MFS-38,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0064-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0064-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2077--bc2077.hifi_reads.fastq.gz,MFS-38,T0064,S0064-08,1,4420642.0,118,2.2.1,2.2.1,1,MFS-208,MFS-38,0.0113779542590966,2.2.1,2
MFS-55,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0100-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0100-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2071--bc2071.hifi_reads.fastq.gz,MFS-55,T0100,S0100-01,1,4423346.0,128,2.2.1,2.2.1,2,MFS-223,MFS-55,0.0110568383658969,2.2.1,2
MFS-59,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0107-07/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0107-07.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set1/TRUST.bc2011.ccs.fastq.gz,MFS-59,T0107,S0107-07,1,4416464.0,37,2.2.1.1,2.2.1.1,2,MFS-59,MFS-59,0.011810337313693,2.2.1.1,2
MFS-58,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0107-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0107-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set1/TRUST.bc2010.ccs.fastq.gz,MFS-58,T0107,S0107-01,1,4416462.0,64,2.2.1.1,2.2.1.1,0,MFS-58,MFS-58,0.0100803007004954,2.2.1.1,2
MFS-106,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0188-02/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0188-02.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2018--bc2018.hifi_reads.fastq.gz,MFS-106,T0188,S0188-02,1,4403238.0,43,4.3.3,4.3.3,37,MFS-192,MFS-106,0.005929156147196,4.3.3,4
MFS-158,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0246-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0246-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2004--bc2004.hifi_reads.fastq.gz,MFS-159,T0246,S0246-08,1,4417848.0,175,2.2.1.1,2.2.1.1,1,MFS-257,MFS-159,0.0116693507933574,2.2.1.1,2
MFS-56,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0106-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0106-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set1/TRUST.bc2009.ccs.fastq.gz,MFS-56,T0106,S0106-01,1,4412324.0,59,4.1.1.3,4.1.1.3,0,MFS-56,MFS-56,0.0186979774015843,4.1.1.3,4
MFS-22,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0041-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0041-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2045--bc2045.hifi_reads.fastq.gz,MFS-22,T0041,S0041-01,1,4414294.0,125,2.2.1.1,2.2.1.1,0,MFS-200,MFS-22,0.0096797612325562,2.2.1.1,2
MFS-15,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0030-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0030-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2008--bc2008.hifi_reads.fastq.gz,MFS-15,T0030,S0030-01,1,4438156.0,45,3,3,0,MFS-15,MFS-15,0.0144108081060795,3,3
MFS-1,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0004-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0004-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2081--bc2081.hifi_reads.fastq.gz,MFS-1,T0004,S0004-01,1,4416486.0,245,2.2.1.1,2.2.1.1,2,MFS-218,MFS-1,0.0112118320610687,2.2.1.1,2
MFS-2,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0004-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0004-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2082--bc2082.hifi_reads.fastq.gz,MFS-2,T0004,S0004-08,1,4416487.0,141,2.2.1.1,2.2.1.1,1,MFS-219,MFS-2,0.0104010124179387,2.2.1.1,2
MFS-162,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0249-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0249-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2046--bc2046.hifi_reads.fastq.gz,MFS-162,T0249,S0249-01,1,4415278.0,117,2.2.1,2.2.1,2,MFS-247,MFS-162,0.0095288915993291,2.2.1,2
MFS-163,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0249-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0249-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2092--bc2092.hifi_reads.fastq.gz,MFS-163,T0249,S0249-08,1,4415278.0,136,2.2.1,2.2.1,1,MFS-248,MFS-163,0.0091995643086343,2.2.1,2
MFS-3,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0007-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0007-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set1/TRUST.bc2001.ccs.fastq.gz,MFS-3,T0007,S0007-01,1,4423153.0,55,2.2.1,2.2.1,2,MFS-3,MFS-3,0.0083617904937701,2.2.1,2
MFS-16,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0031-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0031-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2036--bc2036.hifi_reads.fastq.gz,MFS-16,T0031,S0031-01,1,4424460.0,142,2.2.1,2.2.1,8,MFS-217,MFS-16,0.0100092487925187,2.2.1,2
MFS-17,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0031-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0031-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2084--bc2084.hifi_reads.fastq.gz,MFS-17,T0031,S0031-08,1,4424454.0,126,2.2.1,2.2.1,1,MFS-221,MFS-17,0.0100817707136054,2.2.1,2
MFS-71,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0142-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0142-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2056--bc2056.hifi_reads.fastq.gz,MFS-71,T0142,S0142-01,1,4412887.0,90,2.2.1.1,2.2.1.1,2,MFS-229,MFS-71,0.0114902907043548,2.2.1.1,2
MFS-160,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0247-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0247-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2091--bc2091.hifi_reads.fastq.gz,MFS-160,T0247,S0247-01,1,4419155.0,89,4.3.2.1,4.3.2.1,2,MFS-245,MFS-160,0.0105351666831536,4.3.2.1,4
MFS-172,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0256-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0256-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set1/TRUST.bc2019.ccs.fastq.gz,MFS-173,T0256,S0256-08,1,4413248.0,53,2.2.1.1,2.2.1.1,0,MFS-173,MFS-173,0.0111129216229428,2.2.1.1,2
MFS-97,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0180-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0180-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2069--bc2069.hifi_reads.fastq.gz,MFS-97,T0180,S0180-01,1,4416436.0,82,2.2.1.1,2.2.1.1,0,MFS-231,MFS-97,0.0102006874376316,2.2.1.1,2
MFS-7,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0018-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0018-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2050--bc2050.hifi_reads.fastq.gz,MFS-7,T0018,S0018-01,1,4413633.0,103,2.2.1.1,2.2.1.1,1,MFS-216,MFS-7,0.0107060715230709,2.2.1.1,2
MFS-184,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0265-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0265-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2017--bc2017.hifi_reads.fastq.gz,MFS-184,T0265,S0265-01,1,4414490.0,89,2.2.1,2.2.1,1,MFS-249,MFS-184,0.0120504059664205,2.2.1,2
MFS-5,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0013-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0013-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2025--bc2025.hifi_reads.fastq.gz,MFS-5,T0013,S0013-01,1,4437601.0,62,3.1.1,3.1.1,1,MFS-215,MFS-5,0.0119661084134377,3.1.1,3
MFS-6,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0013-09/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0013-09.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2085--bc2085.hifi_reads.fastq.gz,MFS-6,T0013,S0013-09,1,4418671.0,163,4.3.2.1,4.3.2.1,0,MFS-222,MFS-6,0.0087865741147526,4.3.2.1,4
MFS-129,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0220-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0220-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2003--bc2003.hifi_reads.fastq.gz,MFS-130,T0220,S0220-08,1,4415621.0,233,2.2.1.1,2.2.1.1,1,MFS-256,MFS-130,0.0117018361194847,2.2.1.1,2
MFS-132,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0223-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0223-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2059--bc2059.hifi_reads.fastq.gz,MFS-132,T0223,S0223-01,1,4412528.0,83,2.2.1.1,2.2.1.1,0,MFS-239,MFS-132,0.0103585391118388,2.2.1.1,2
MFS-150,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0242-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0242-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2021--bc2021.hifi_reads.fastq.gz,MFS-150,T0242,S0242-01,1,4407392.0,121,4.4.1.1,4.4.1.1,1,MFS-197,MFS-150,0.0058258613627053,4.4.1.1,4
MFS-151,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0242-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0242-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2088--bc2088.hifi_reads.fastq.gz,MFS-151,T0242,S0242-08,1,4407392.0,141,4.4.1.1,4.4.1.1,3,MFS-242,MFS-151,0.0050719099562287,4.4.1.1,4
MFS-122,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0212-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0212-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2052--bc2052.hifi_reads.fastq.gz,MFS-122,T0212,S0212-01,1,4415287.0,84,2.2.1.1,2.2.1.1,0,MFS-238,MFS-122,0.0103072797182461,2.2.1.1,2
MFS-171,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0255-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0255-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2048--bc2048.hifi_reads.fastq.gz,MFS-171,T0255,S0255-01,1,4405073.0,31,4.1.1.1,4.1.1.1,0,MFS-171,MFS-171,0.0088363074053165,4.1.1.1,4
MFS-119,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0209-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0209-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2001--bc2001.hifi_reads.fastq.gz,MFS-119,T0209,S0209-01,1,4417842.0,295,2.2.1.1,2.2.1.1,0,MFS-254,MFS-119,0.0105746030800393,2.2.1.1,2
MFS-120,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0209-06/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0209-06.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2002--bc2002.hifi_reads.fastq.gz,MFS-120,T0209,S0209-06,1,4417842.0,248,2.2.1.1,2.2.1.1,0,MFS-255,MFS-120,0.0105666854399656,2.2.1.1,2
MFS-135,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0225-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0225-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2068--bc2068.hifi_reads.fastq.gz,MFS-135,T0225,S0225-01,1,4438068.0,62,3,3,0,MFS-240,MFS-135,0.0098537455871513,3,3
MFS-161,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0248-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0248-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2061--bc2061.hifi_reads.fastq.gz,MFS-161,T0248,S0248-01,1,4416494.0,88,2.2.1.1,2.2.1.1,0,MFS-246,MFS-161,0.0108002210277791,2.2.1.1,2
MFS-117,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0201-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0201-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2012--bc2012.hifi_reads.fastq.gz,MFS-117,T0201,S0201-01,1,4421362.0,16,4.8,4.8,0,MFS-117,MFS-117,0.0091780586364027,4.8,4
MFS-258,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0307-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0307-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2015--bc2015.hifi_reads.fastq.gz,MFS-258,T0307,S0307-01,1,4407392.0,62,4.4.1.1,4.4.1.1,0,MFS-258,MFS-258,0.0065450006849419,4.4.1.1,4
MFS-321,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0276-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0276-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2043--bc2043.hifi_reads.fastq.gz,MFS-321,T0276,S0276-01,1,4424401.0,110,2.2.1,2.2.1,0,MFS-321,MFS-321,0.0116623003464886,2.2.1,2
MFS-322,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0276-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0276-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2053--bc2053.hifi_reads.fastq.gz,MFS-322,T0276,S0276-08,1,4424401.0,95,2.2.1,2.2.1,0,MFS-322,MFS-322,0.0137652659904781,2.2.1,2
MFS-319,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0317-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0317-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2030--bc2030.hifi_reads.fastq.gz,MFS-319,T0317,S0317-01,1,4415264.0,174,2.2.1.1,2.2.1.1,0,MFS-319,MFS-319,0.011742931903759,2.2.1.1,2
MFS-317,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0311-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0311-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2060--bc2060.hifi_reads.fastq.gz,MFS-318,T0311,S0311-08,1,4416535.0,84,2.2.1.1,2.2.1.1,0,MFS-318,MFS-318,0.0123098691192076,2.2.1.1,2
MFS-325,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0284-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0284-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2048--bc2048.hifi_reads.fastq.gz,MFS-325,T0284,S0284-01,1,4412753.0,95,2.2.1.1,2.2.1.1,0,MFS-325,MFS-325,0.0114666051599723,2.2.1.1,2
MFS-326,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0284-07/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0284-07.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2047--bc2047.hifi_reads.fastq.gz,MFS-326,T0284,S0284-07,1,4412752.0,105,2.2.1.1,2.2.1.1,0,MFS-326,MFS-326,0.0138182102873248,2.2.1.1,2
MFS-292,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0314-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0314-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2017--bc2017.hifi_reads.fastq.gz,MFS-292,T0314,S0314-01,1,4416679.0,73,2.2.1.1,2.2.1.1,0,MFS-292,MFS-292,0.0128940843074743,2.2.1.1,2
MFS-314,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0305-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0305-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2028--bc2028.hifi_reads.fastq.gz,MFS-314,T0305,S0305-08,1,4418542.0,206,4.3.2.1,4.3.2.1,0,MFS-314,MFS-314,0.0113997383666604,4.3.2.1,4
