Coll2014,Freschi2020,Lipworth2019,Shitikov2017,Stucki2016,ROLLINGDB_ID,Lineage,F2
3,3.1.1,"east_african_indian,mungi",,,SAMN03647701,3,0.0099001226563868
4.5,4.2.1.1.2,"caprae,indo_oceanic",,4.5,SAMN03647702,4,0.0084356963149326
3,3.1.1,"east_african_indian,mungi",,,SAMN03647703,3,0.005766369047619
4.3.4.1,4.2.1.2.1.1.i3.2,"lam,mungi",,4.3/LAM,SAMN03647704,4,0.01688654353562
3,3.1.1,east_african_indian,,,SAMN03647705,3,0.0095311980494292
4.4.1.1,4.2.1.2.2.1.1,stype,,4,SAMN03647706,4,0.0055457524577766
3,3.1.1,"east_african_indian,mungi",,,SAMN03647707,3,0.0090857172524791
3,3.1.1,"east_african_indian,mungi",,,SAMN03647708,3,0.0196078431372549
2.2.1,2.2.1.1.1,beijing,lin2.2.1,,SAMN03647709,2,0.0105788423153692
3,3.1.1,"east_african_indian,indo_oceanic,mungi",,,SAMN03647710,3,0.0074693962238052
3,3.1.1,east_african_indian,,,SAMN03647711,3,0.0150672713816725
4.2.1,4.2.2.2.1,ural,,4,SAMN03647713,4,0.0289161499056349
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMN03647714,2,0.0074120801135467
1.2.2,1.2.2.1,"indo_oceanic,cameroon,canetti,mungi",,,SAMN03647715,1,0.0181693520740486
2.2.1,2.2.1.1.1,"beijing,canetti,haarlem","lin2.2.1,asian_african_2",,SAMN03647716,2,0.010790317876932
3,3.1.1,"east_african_indian,mungi",,,SAMN03647717,3,0.0303428042001235
4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,SAMN03647718,4,0.0420120724346076
3,3.1.1,"east_african_indian,mungi",,,SAMN03647719,3,0.0218872138470128
4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,SAMN03647720,4,0.0063683866753755
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN03647721,4,0.0181999501371229
2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,SAMN03647722,2,0.0130065032516258
3,3.1.1,"east_african_indian,mungi",,,SAMN03647723,3,0.0102295976358263
3,3.1.1,"east_african_indian,canetti",,,SAMN03647724,3,0.0141895579406949
1.2.1,1.2.1.2,"indo_oceanic,mungi,east_african_indian",,,SAMN03647725,1,0.0070659245337574
3,3.1.1,"east_african_indian,mungi",,,SAMN03647726,3,0.0070691098502464
3,3.1.1,east_african_indian,,,SAMN03647727,3,0.0076747004173959
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMN03647728,4,0.0314089141489679
3,3.1.1,"east_african_indian,mungi",,,SAMN03647729,3,0.0061655719420002
3,3.1.1,east_african_indian,,,SAMN03647730,3,0.0090445650386449
3,3.1.1,east_african_indian,,,SAMN03647731,3,0.0075178997613365
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMN03647732,2,0.0248226950354609
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMN03647733,1,0.0193908976844986
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMN03647734,1,0.0285008976660682
3,3.1.1,"east_african_indian,canetti,mungi,indo_oceanic",,,SAMN03647735,3,0.0097411145239139
4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,SAMN03647736,4,0.0061589823289011
4,4.2.1.2.1.2,,,4,SAMN03647737,4,0.005332239540607
4.5,4.2.1.1.2,,,4.5,SAMN03647738,4,0.0576119891900745
3,3.1.1,"east_african_indian,mungi",,,SAMN03647739,3,0.011856923153247
3,3.1.1,"east_african_indian,mungi",,,SAMN03647740,3,0.0184543367691407
3,3.1.1,"east_african_indian,mungi",,,SAMN03647741,3,0.0113723682188412
4.3.3,4.2.1.2.1.1.i4.1,"lam,canetti",,4.3/LAM,SAMN03647742,4,0.015447991761071
4.3.4,4.2.1.2.1.1.i3,"lam,microti",,4.3/LAM,SAMN03647743,4,0.0079365079365079
4.6,4.2.1.1.1.2.2.1.1.2,uganda,,4,SAMN03647744,4,0.0058868697210135
3,3.1.1,"east_african_indian,mungi",,,SAMN03647745,3,0.0097069370594781
4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,SAMN03647746,4,0.0319818152984088
3.1.1,3.1.1.i1,"east_african_indian,mungi",,,SAMN03647747,3,0.0102491961414791
3,3.1.1,east_african_indian,,,SAMN03647748,3,0.0065284516982796
4.2.2.1,4.2.2.1,tur,,4,SAMN03647749,4,0.0225627926777352
BOV_AFRI,,"orygis,tur,mungi",,,SAMN03647750,BOV_AFRI,0.0272123893805309
4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,SAMN03647751,4,0.0240706071142016
3.1.2,3.1.1.i2,east_african_indian,,,SAMN03647752,3,0.00599173553719
2.2.1,2.2.1.1.1.i1,"beijing,mungi",lin2.2.1,,SAMN03647753,2,0.0081088150667015
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMN03647754,1,0.0236039147956246
1.1.3,1.1.1.2,"indo_oceanic,canetti,mungi",,,SAMN03647755,1,0.0230157023015702
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMN03647756,4,0.0195121951219512
3,3.1.1,east_african_indian,,,SAMN03647757,3,0.0088305135054912
3,3.1.1,"east_african_indian,ghana,pinipedii,mungi",,,SAMN03647758,3,0.0096469226316804
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN03647759,4,0.0164456626416771
3,3.1.1,east_african_indian,,,SAMN03647760,3,0.009009009009009
4.3.3,4.2.1.2.1.1.i4.1,"lam,canetti",,4.3/LAM,SAMN03647761,4,0.0052728106373223
3,3.1.1,"east_african_indian,mungi",,,SAMN03647762,3,0.0088595360824742
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMN03647763,4,0.0213592233009708
2.2.1,2.2.1.1.1,beijing,"lin2.2.1,asian_african_3",,SAMN03647764,2,0.0130180082447385
4.6,4.2.1.1.1.2.2.1.1.2,uganda,,4,SAMN03647765,4,0.0162374020156774
3.1.1,3.1.1.i1,east_african_indian,,,SAMN03647766,3,0.0110312721384475
3,3.1.1,east_african_indian,,,SAMN03647767,3,0.0269569317824583
4.5,4.2.1.1.2,"pinipedii,haarlem,ethiopian",,4.5,SAMN03647768,4,0.0407684504184631
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN03647769,4,0.0124015569837965
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN03647770,4,0.0057773109243697
3,3.1.1,"east_african_indian,canetti,mungi",,,SAMN03647771,3,0.0092678405931417
3,3.1.1,"east_african_indian,mungi",,,SAMN03647772,3,0.0094729416507104
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMN03647773,4,0.023489932885906
4.4.1.1,4.2.1.2.2.1.1,stype,,4,SAMN03647774,4,0.0161969549724651
3,3.1.1,"east_african_indian,mungi",,,SAMN03647775,3,0.0163678877630553
3.1.1,3.1.1.i1,east_african_indian,,,SAMN03647776,3,0.011712158808933
4.5,4.2.1.1.2,dassie,,4.5,SAMN03647777,4,0.0040644051899327
3,3.1.1,"east_african_indian,mungi",,,SAMN03647778,3,0.0102808885625114
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMN03647779,1,0.0268162799543552
3,3.1.1,"east_african_indian,mungi",,,SAMN03647780,3,0.0103200838506812
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMN03647781,4,0.0134482203253341
3,3.1.1,"east_african_indian,mungi",,,SAMN03647782,3,0.0127286078959331
4.1,4.1.i1.2.2,"xtype,ural,canetti",,4,SAMN03647783,4,0.0142878404524482
3,3.1.1,east_african_indian,,,SAMN03647784,3,0.0102674505257928
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMN03647785,4,0.0148972602739726
3.1.2,3.1.1.i2,"east_african_indian,mungi",,,SAMN03647786,3,0.0100065259952142
3,3.1.1,"east_african_indian,mungi",,,SAMN03647787,3,0.0121414478676582
3.1.1,3.1.1.i1,"east_african_indian,mungi",,,SAMN03647788,3,0.0176257128045619
3,3.1.2,"east_african_indian,mungi",,,SAMN03647789,3,0.0123758707573736
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMN03647790,4,0.0178571428571428
3,3.1.1,east_african_indian,,,SAMN03647791,3,0.0132275132275132
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMN03647792,4,0.0328981054787506
3.1.1,3.1.1.i1,"east_african_indian,indo_oceanic,mungi",,,SAMN03647793,3,0.0374389273946142
3,3.1.1,"east_african_indian,mungi",,,SAMN03647794,3,0.0107332331564905
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN03647795,4,0.0166830225711481
2.2.1.1,2.2.1.1.1,beijing,"lin2.2.1,pacific_RD150",,SAMN03647796,2,0.0112886859462201
3,3.1.1,east_african_indian,,,SAMN03647797,3,0.0093296475466482
1.2.1,1.2.1.1.1,"indo_oceanic,tur,mungi",,,SAMN03647798,1,0.0139421847019698
4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,SAMN03647799,4,0.00495193708127
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMN03647800,2,0.024411247145157
3,3.1.1,"east_african_indian,canetti,mungi,indo_oceanic",,,SAMN03647801,3,0.0116771824088897
3,3.1.1,"east_african_indian,mungi",,,SAMN03647802,3,0.0083437938418371
4.8,4.2.1.1.1.1.1.1.i1,tur,,4.10/PGG3,SAMN03647803,4,0.0320680628272251
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMN03647804,1,0.0264677574590952
1.1.2,1.1.2,indo_oceanic,,,SAMN03647805,1,0.0272492365515621
3,3.1.2,"east_african_indian,mungi",,,SAMN03647806,3,0.0107346214879118
3,3.1.1,"east_african_indian,mungi",,,SAMN03647807,3,0.0088158871566443
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMN03647808,1,0.0091666817335334
1.1.2,1.1.2,"indo_oceanic,mungi,east_african_indian",,,SAMN03647809,1,0.0540976265114196
3,3.1.1,"east_african_indian,orygis,canetti,mungi",,,SAMN03647810,3,0.0175491966917007
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMN03647811,4,0.0150661299597469
3,3.1.1,east_african_indian,,,SAMN03647812,3,0.0100667892749975
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN03647813,4,0.0056422170594092
3,3.1.1,"east_african_indian,canetti,indo_oceanic",,,SAMN03647814,3,0.0129719468466568
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMN03647815,4,0.015727280455666
4.5,4.2.1.1.2,,,4.5,SAMN03647816,4,0.0065466448445171
3,3.1.1,"east_african_indian,caprae",,,SAMN03647817,3,0.0084388185654008
4.5,4.2.1.1.2,,,4.5,SAMN03647818,4,0.0059962781721689
3,3.1.2,"east_african_indian,mungi",,,SAMN03647819,3,0.0321741016557009
1.2.2,1.2.2.1,"indo_oceanic,mungi",,,SAMN03647820,1,0.0203359858532272
1.1.3,1.1.1.2,"indo_oceanic,mungi",,,SAMN03647821,1,0.0331275410329769
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMN03647822,4,0.0133757263457954
4.5,4.2.1.1.2,,,4.5,SAMN03647823,4,0.0318602261048304
1.1.2,1.1.2,"indo_oceanic,westafrican1,mungi",,,SAMN03647824,1,0.0415488361975201
3,3.1.1,east_african_indian,,,SAMN03647825,3,0.010087116001834
3,3.1.1,"east_african_indian,mungi",,,SAMN03647826,3,0.0067067530064754
3.1.1,3.1.1.i1,"east_african_indian,mungi",,,SAMN03647827,3,0.0110253583241455
3,3.1.1,"east_african_indian,mungi",,,SAMN03647828,3,0.0098012147984538
3.1.1,3.1.1.i1,east_african_indian,,,SAMN03647829,3,0.0441095890410958
4.2.2,4.2.2.1,tur,,4,SAMN03647830,4,0.0311747390955311
3,3.1.2,"east_african_indian,canetti",,,SAMN03647831,3,0.0128386185646424
1.2.2,1.2.2.1,"indo_oceanic,east_african_indian",,,SAMN03647832,1,0.1269524972681108
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMN03647833,1,0.0169256808739806
3,3.1.1,"east_african_indian,suricattae,mungi",,,SAMN03647834,3,0.0118050266565118
3.1.1,3.1.1.i1,"east_african_indian,canetti",,,SAMN03647835,3,0.012042147516307
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN03647836,4,0.0168088309081786
1.2.2,1.2.2.1,"indo_oceanic,mungi,canetti",,,SAMN03647837,1,0.0495160611586477
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMN03647838,4,0.0341972642188624
3,3.1.1,"east_african_indian,mungi",,,SAMN03647839,3,0.011455974423871
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN03647840,4,0.0070003500175008
4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,SAMN03647841,4,0.0063273727647867
1.1.3,1.1.1.2,"indo_oceanic,mungi",,,SAMN03647842,1,0.0236797274275979
2.2.1,2.2.1.1.1,"beijing,uganda","lin2.2.1,asia_ancestral_3",,SAMN03647843,2,0.0123823036244034
1.1.3,1.1.1.2,"indo_oceanic,mungi",,,SAMN03647844,1,0.0213318493785939
4.3.1,4.2.1.2.1.1.i2,lam,,4.3/LAM,SAMN03647845,4,0.0085822743026902
3,3.1.1,"east_african_indian,mungi",,,SAMN03647846,3,0.0158649574819139
3,3.1.2,east_african_indian,,,SAMN03647847,3,0.0166689438447875
4.5,4.2.1.1.2,,,4.5,SAMN03647848,4,0.0081685296646603
3,3.1.1,"east_african_indian,mungi",,,SAMN03647849,3,0.018397212543554
4.2.2,4.2.2.1,"tur,uganda,east_african_indian",,4,SAMN03647850,4,0.0299886119195242
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN03647851,3,0.0115522506971185
4.6.1.1,4.2.1.1.1.2.2.1.1.1.1,uganda,,4.6.1/Uganda,SAMN03647852,4,0.00994630754335
2.2.1,2.2.1.1.1,beijing,"lin2.2.1,asian_african_3",,SAMN03647853,2,0.0088095775920487
3,3.1.1,"east_african_indian,mungi",,,SAMN03647854,3,0.0119725507373339
3,3.1.2,"east_african_indian,mungi",,,SAMN03647855,3,0.0101018973998594
4.2.2,4.2.2.1,tur,,4,SAMN03647856,4,0.0310956893100226
4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,SAMN03647857,4,0.0060195635816403
4.5,4.2.1.1.2,,,4.5,SAMN03647858,4,0.0109459891339085
2.2.1,2.2.1.1.1,"beijing,ghana","lin2.2.1,asian_african_2",,SAMN03647859,2,0.0541003905133822
4.1,4.1.i2.2,"ghana,canetti,mungi",,4,SAMN03647860,4,0.0341373671300081
4.5,4.2.1.1.2,haarlem,,4.5,SAMN03647861,4,0.0207045156454937
4.6,4.2.1.1.1.2.2.1.2,"uganda,canetti",,4,SAMN03647862,4,0.0080825451418744
1.1.3,1.1.1.2,"indo_oceanic,mungi",,,SAMN03647863,1,0.0272755133312902
1.1.3,1.1.1.2,"indo_oceanic,mungi",,,SAMN03647864,1,0.017094017094017
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMN03647865,1,0.0292324527122088
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMN03647866,1,0.0267817021659027
3,3.1.1,east_african_indian,,,SAMN03647867,3,0.0127628716461203
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMN03647868,4,0.0141030237839129
1.1.3,1.1.1.2,"indo_oceanic,mungi",,,SAMN03647869,1,0.0304659498207885
3,3.2.1,"east_african_indian,suricattae,ghana,mungi",,,SAMN03647870,3,0.011508683825068
1.2.1,1.2.1.2,"indo_oceanic,mungi",,,SAMN03647871,1,0.0145348837209302
4.5,4.2.1.1.2,,,4.5,SAMN03647872,4,0.0068111455108359
3,3.1.1,"east_african_indian,canetti",,,SAMN03647873,3,0.0139719626168224
4.5,4.2.1.1.2,,,4.5,SAMN03647874,4,0.0114782608695652
4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,SAMN03647875,4,0.0071618579905872
3,3.1.1,east_african_indian,,,SAMN03647876,3,0.0097623732405024
2.2.1,2.2.1.1.1.i3,"beijing,canetti","lin2.2.1,central_asia",,SAMN03647877,2,0.011662598318416
4.1.2,4.1.i1.1.2,haarlem,,4,SAMN03647878,4,0.0275920921632769
3,3.1.1,"east_african_indian,ghana",,,SAMN03647879,3,0.0161034626616604
3,3.1.1,east_african_indian,,,SAMN03647880,3,0.0084988219454729
4.7,4,,,4.10/PGG3,SAMN03647881,4,0.0077966101694915
2.2.1,2.2.1.1.1,beijing,"lin2.2.1,asian_african_2",,SAMN03647882,2,0.0113440197287299
3,3.1.1,east_african_indian,,,SAMN03647883,3,0.0185420370840741
3,3.1.1,"east_african_indian,westafrican1,indo_oceanic",,,SAMN03647884,3,0.036154099440237
4.6.2,4.2.1.1.1.2.1.2,"cameroon,suricattae",,4,SAMN03647885,4,0.0179538935514713
5,5,"westafrican1,mungi",,,SAMN03647886,5,0.0256994818652849
4.1.1.1,4.1.i1.2.1,xtype,,4,SAMN03647887,4,0.00714200690394
3,3.1.1,east_african_indian,,,SAMN03647888,3,0.0096515417397844
3.1.2,3.1.1.i2,east_african_indian,,,SAMN03647889,3,0.0122863247863247
1.2.2,1.2.2.1,"indo_oceanic,mungi,east_african_indian",,,SAMN03647890,1,0.0420804217236729
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN03647891,4,0.0197200060213758
4.1.2,4.1.i1.1.1.1,haarlem,,4,SAMN03647892,4,0.0230330949205964
4.5,4.2.1.1.2,"indo_oceanic,canetti",,4.5,SAMN03647893,4,0.0255515745804261
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMN03647894,4,0.0367673825991991
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMN03647895,1,0.0264426588750913
1.1.2,1.1.2,"indo_oceanic,canetti",,,SAMN03647896,1,0.0266959798994974
2.2.1.1,2.2.1.1.1,"beijing,canetti","lin2.2.1,pacific_RD150",,SAMN03647897,2,0.0158221510114159
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN03647898,4,0.0061641916503222
4.6,4.2.1.1.1.2.2.2,uganda,,4,SAMN03647899,4,0.0097125097125097
4.2.2,4.2.2.1,"tur,mungi",,4,SAMN03647900,4,0.0356756756756756
4.3.4.2,4.2.1.2.1.1.i3.1,"lam,canetti,east_african_indian",,4.3/LAM,SAMN03647901,4,0.0141912908242612
3,3.1.1,"east_african_indian,indo_oceanic,mungi",,,SAMN03647902,3,0.0564951044557306
3,3.1.1,"east_african_indian,ghana",,,SAMN03647903,3,0.007581430175964
3.1.2,3.1.1.i2,"east_african_indian,mungi",,,SAMN03647904,3,0.0089186176142697
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMN03647905,1,0.014868804664723
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMN03647906,2,0.0117046445025526
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN03647907,4,0.0072655217965653
1.1.2,1.1.2,"indo_oceanic,canetti,mungi,bcg",,,SAMN03647908,1,0.0265949716610957
3,3.1.1,east_african_indian,,,SAMN03647909,3,0.0131061598951507
3.1.2,3.1.1.i2,east_african_indian,,,SAMN03647910,3,0.008538715311469
4.6.1.1,4.2.1.1.1.2.2.1.1.1.1,uganda,,4.6.1/Uganda,SAMN03647911,4,0.0142921754862053
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMN03647912,4,0.015538813399704
2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_2",,SAMN03647913,2,0.0158081705150976
4.6,4.2.1.1.1.2.2.2,uganda,,4,SAMN03647914,4,0.007560035576638
1.1.2,1.1.2,"indo_oceanic,mungi,canetti",,,SAMN03647915,1,0.0239344455579791
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN03647916,4,0.0075008523695874
4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti",,4.1.2/Haarlem,SAMN03647917,4,0.0303707844233277
4.3.4.2,4.2.1.2.1.1.i3.1,"lam,east_african_indian,canetti",,4.3/LAM,SAMN03647918,4,0.0081177765547605
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMN03647919,4,0.0355806734060335
4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti",,4.1.2/Haarlem,SAMN03647920,4,0.0192076830732292
3,3.1.1,"east_african_indian,ghana",,,SAMN03647921,3,0.0151886330230279
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMN03647922,4,0.0118491321762349
4.2.2,4.2.2.1,tur,,4,SAMN03647923,4,0.0316673025562762
4.6,4.2.1.1.1.2.2.2,uganda,,4,SAMN03647924,4,0.0099397099560045
4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti",,4.1.2/Haarlem,SAMN03647925,4,0.0163315479848977
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN03647926,4,0.0136416184971098
3,3.1.2,east_african_indian,,,SAMN03647927,3,0.0117351215423302
3.1.2,3.1.1.i2,"east_african_indian,canetti,ghana",,,SAMN03647928,3,0.0149953535524203
3,3.1.1,"east_african_indian,mungi",,,SAMN03647929,3,0.0144643294925226
2.2.1,2.2.1.1.1.i3,"beijing,canetti","lin2.2.1,central_asia",,SAMN03647930,2,0.0207672339198154
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMN03647931,4,0.0193840067815767
4.6,4.2.1.1.1.2.2.2,"uganda,canetti",,4,SAMN03647932,4,0.0101776092596288
3.1.1,3.1.1.i1,"east_african_indian,mungi",,,SAMN03647933,3,0.0136986301369863
3,3.1.1,"east_african_indian,indo_oceanic,ghana",,,SAMN03647934,3,0.0190856156998059
1.1.2,1.1.2,indo_oceanic,,,SAMN03647935,1,0.0175993059428642
3.1.1,3.1.1.i1,east_african_indian,,,SAMN03647936,3,0.0125025704297758
3,3.1.1,east_african_indian,,,SAMN03647937,3,0.0140327430671566
3.1.2.1,3.1.1.i2,east_african_indian,,,SAMN03647938,3,0.0210983555693453
4.1.1.1,4.1.i1.2.1,"xtype,pinipedii",,4,SAMN03647939,4,0.0095853605402657
4.6,4.2.1.1.1.2.2.2,uganda,,4,SAMN03647940,4,0.0089343729694606
4.6,4.2.1.1.1.2.2.2,uganda,,4,SAMN03647941,4,0.0099041877489503
2.2.1,2.2.1.1.1.i3,"beijing,canetti,indo_oceanic","lin2.2.1,central_asia",,SAMN03647942,2,0.0174567130286687
3,3.1.1,east_african_indian,,,SAMN03647943,3,0.0164709120939621
3,3.1.1,east_african_indian,,,SAMN03647944,3,0.016247700797057
3,3.1.1,"east_african_indian,canetti",,,SAMN03647945,3,0.0105295598130361
3.1.2,3.1.1.i2,"east_african_indian,canetti",,,SAMN03647946,3,0.0238008852768304
3,3.1.1,east_african_indian,,,SAMN03647947,3,0.01076324497291
4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,SAMN03647948,4,0.0100990853658536
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN03647949,4,0.0203398558187435
1.1.2,1.1.2,"indo_oceanic,tur",,,SAMN03647950,1,0.0197960407918416
4.6,4.2.1.1.1.2.2.2,uganda,,4,SAMN03647951,4,0.0085756897837434
1.2.2,1.2.2.2,"indo_oceanic,canetti",,,SAMN03647952,1,0.0222989116007432
3,3.1.1,"east_african_indian,ghana",,,SAMN03647953,3,0.010225424122705
3.1.1,3.1.1.i1,east_african_indian,,,SAMN03647954,3,0.016554162648666
3,3.1.1,"east_african_indian,canetti",,,SAMN03647955,3,0.0152119700748129
4.7,4,,,4.10/PGG3,SAMN03647956,4,0.0078095478019901
4.6,4.2.1.1.1.2.2.2,uganda,,4,SAMN03647957,4,0.0102673382409918
3.1.2.1,3.1.1.i2,"east_african_indian,ghana",,,SAMN03647958,3,0.0167920719398054
3,3.1.1,"east_african_indian,canetti,mungi",,,SAMN03647959,3,0.0199289924973204
4.3.4.2,4.2.1.2.1.1.i3.1,"lam,canetti",,4.3/LAM,SAMN03647960,4,0.0359947643979057
1.2.2,1.2.2.1,"indo_oceanic,ghana,mungi",,,SAMN03647961,1,0.0199199795692517
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMN03647962,1,0.0257586450247
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN03647963,4,0.0160306133002378
3,3.1.1,"east_african_indian,ghana",,,SAMN03647964,3,0.0123578149136357
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN03647965,4,0.0069343473884352
4.3.1,4.2.1.2.1.1.i2,lam,,4.3/LAM,SAMN03647966,4,0.0120888157894736
2.2.1.1,2.2.1.1.1,"beijing,ghana","lin2.2.1,pacific_RD150",,SAMN03647967,2,0.0166484716157205
4.1.2.1,4.1.i1.1.1.1,"haarlem,indo_oceanic",,4.1.2/Haarlem,SAMN03647968,4,0.0195641646489104
4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,SAMN03647969,4,0.0082764328574384
3.1.2,3.1.1.i2,east_african_indian,,,SAMN03647970,3,0.0162971468951506
3,3.1.1,east_african_indian,,,SAMN03647971,3,0.0125518504552065
4.2.2,4.2.2.1,tur,,4,SAMN03647972,4,0.0206921413121845
3,3.1.1,"east_african_indian,canetti",,,SAMN03647973,3,0.0115517124907113
3,3.1.1,east_african_indian,,,SAMN03647974,3,0.012360053739364
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMN03647975,4,0.0101565101565101
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMN03647976,1,0.0220383113260182
4.6.2.2,4.2.1.1.1.2.1.1.1.1.1,"cameroon,east_african_indian,pinipedii",,4.6.2/Cameroon,SAMN03647977,4,0.010264979708761
4.4,4.2.1.2.2.2,"stype,canetti",,4,SAMN03647978,4,0.0113331094694425
4.7,4,,,4.10/PGG3,SAMN03647979,4,0.007172251616696
3,3.1.2,"east_african_indian,mungi",,,SAMN03647980,3,0.0424501880451308
3,3.1.1,"east_african_indian,canetti,mungi",,,SAMN03647981,3,0.0175236338482822
1.2.1,1.2.1.2,"indo_oceanic,canetti,mungi",,,SAMN03647982,1,0.0283803863298662
4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,SAMN03647983,4,0.0170404893678997
4.5,4.2.1.1.2,canetti,,4.5,SAMN03647984,4,0.0433068093796211
4.9,4.2.1.1.1.1.1.1.i2,canetti,,4.10/PGG3,SAMN03647985,4,0.0075592138417604
4.5,4.2.1.1.2,canetti,,4.5,SAMN03647986,4,0.0091445427728613
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN03647987,4,0.0177749794158957
3,3.1.1,"east_african_indian,mungi",,,SAMN03647988,3,0.0917522464698331
4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,SAMN03647989,4,0.0493126120741183
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN03647990,4,0.0818253639817915
3,3.1.1,east_african_indian,,,SAMN03647991,3,0.0455616430578817
3,3.1.1,east_african_indian,,,SAMN03647992,3,0.0189700249285584
2.2.2,2.2.2,"beijing,canetti","asia_ancestral_1,lin2.2",,SAMN03648001,2,0.034400477232054
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMN03648002,4,0.0062573328118889
